RegionID,FileName,LoopDepth,IterationSpace,BasicBlocks,IntArithmetic,FloatArithmetic,IntMultiply,FloatMultiply,IntDivision,FloatDivision,SpecialFunctions,FMAOperations,Loads,Stores,BytesRead,BytesWritten,StrideClass,IndirectAccesses,ReductionVars,FunctionCalls,ArraysAccessed,BranchCount,SerialTime,OpenMP3Time,OpenMP45ResidentTime,OpenMP45ObservedTime,OpenMP45IsolatedTime,OpenACCResidentTime,OpenACCObservedTime,OpenACCIsolatedTime
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/3mm_serial_N_12.c,2,144,5,2,6,0,6,0,0,0,6,0,7,0,56,1,0,0,0,7,0,0.000010580,0.028872110,0.000744,0.000848,2.995223,0.000116,0.000215,2.997444
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/3mm_serial_N_12.c,3,1728,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.000004310,0.025307573,0.000016,0.000050,3.110584,0.000017,0.000053,3.036948
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/3mm_serial_N_12.c,3,1728,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.000004407,0.021938473,0.000015,0.000039,3.103166,0.000016,0.000049,3.117506
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/3mm_serial_N_12.c,3,1728,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.000003677,0.000078365,0.000013,0.000035,3.173161,0.000016,0.000054,3.126581
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/3mm_serial_N_13.c,2,169,5,2,6,0,6,0,0,0,6,0,7,0,56,1,0,0,0,7,0,0.000010371,0.028136693,0.000746,0.000857,3.018640,0.000122,0.000235,3.085185
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/3mm_serial_N_13.c,3,2197,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.000004370,0.025994740,0.000017,0.000053,3.009463,0.000017,0.000055,2.970000
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/3mm_serial_N_13.c,3,2197,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.000005014,0.013946127,0.000015,0.000038,3.149109,0.000015,0.000046,2.955532
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/3mm_serial_N_13.c,3,2197,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.000005018,0.000046667,0.000014,0.000035,3.000378,0.000015,0.000039,3.003242
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/3mm_serial_N_14.c,2,196,5,2,6,0,6,0,0,0,6,0,7,0,56,1,0,0,0,7,0,0.000012312,0.042915452,0.000740,0.000844,3.234574,0.000116,0.000217,3.124870
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/3mm_serial_N_14.c,3,2744,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.000006422,0.025995336,0.000017,0.000052,3.004813,0.000022,0.000061,2.953388
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/3mm_serial_N_14.c,3,2744,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.000006255,0.025905222,0.000015,0.000039,3.056973,0.000017,0.000049,3.242957
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/3mm_serial_N_14.c,3,2744,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.000005744,0.012038469,0.000014,0.000037,3.076714,0.000015,0.000040,2.954688
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/3mm_serial_N_15.c,2,225,5,2,6,0,6,0,0,0,6,0,7,0,56,1,0,0,0,7,0,0.000010546,0.037335232,0.000769,0.000878,3.118253,0.000118,0.000220,2.991364
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/3mm_serial_N_15.c,3,3375,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.000007022,0.025919382,0.000018,0.000054,3.431421,0.000018,0.000057,3.032160
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/3mm_serial_N_15.c,3,3375,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.000006583,0.025902051,0.000016,0.000041,3.163008,0.000016,0.000047,3.176655
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/3mm_serial_N_15.c,3,3375,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.000006407,0.025993455,0.000015,0.000039,2.941499,0.000016,0.000042,3.157845
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/3mm_serial_N_16.c,2,256,5,2,6,0,6,0,0,0,6,0,7,0,56,1,0,0,0,7,0,0.000009131,0.042605050,0.000741,0.000853,3.043253,0.000117,0.000219,2.992954
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/3mm_serial_N_16.c,3,4096,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.000006873,0.025959615,0.000018,0.000052,3.146338,0.000018,0.000058,3.008950
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/3mm_serial_N_16.c,3,4096,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.000006869,0.006752644,0.000014,0.000038,3.083150,0.000017,0.000049,2.971017
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/3mm_serial_N_16.c,3,4096,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.000006672,0.000061784,0.000014,0.000038,3.012026,0.000015,0.000040,3.074396
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/3mm_serial_N_17.c,2,289,5,2,6,0,6,0,0,0,6,0,7,0,56,1,0,0,0,7,0,0.000007592,0.040726461,0.000745,0.000856,3.092341,0.000119,0.000226,3.054600
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/3mm_serial_N_17.c,3,4913,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.000004232,0.023987111,0.000023,0.000060,3.022490,0.000018,0.000056,3.006667
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/3mm_serial_N_17.c,3,4913,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.000004150,0.029756345,0.000015,0.000040,3.121437,0.000016,0.000047,2.928527
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/3mm_serial_N_17.c,3,4913,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.000004385,0.025142800,0.000016,0.000040,3.088379,0.000016,0.000042,3.040423
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/3mm_serial_N_18.c,2,324,5,2,6,0,6,0,0,0,6,0,7,0,56,1,0,0,0,7,0,0.000018466,0.035118245,0.000749,0.000860,3.139084,0.000122,0.000228,3.061255
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/3mm_serial_N_18.c,3,5832,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.000012945,0.026002347,0.000018,0.000054,2.987033,0.000018,0.000057,2.999218
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/3mm_serial_N_18.c,3,5832,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.000012580,0.025934961,0.000016,0.000041,3.219161,0.000016,0.000052,3.085800
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/3mm_serial_N_18.c,3,5832,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.000013120,0.021028914,0.000015,0.000039,3.016272,0.000016,0.000043,3.131227
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/3mm_serial_N_19.c,2,361,5,2,6,0,6,0,0,0,6,0,7,0,56,1,0,0,0,7,0,0.000021409,0.034489207,0.000746,0.000860,2.960257,0.000125,0.000233,3.162907
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/3mm_serial_N_19.c,3,6859,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.000013821,0.025176167,0.000018,0.000054,3.037463,0.000019,0.000058,3.025148
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/3mm_serial_N_19.c,3,6859,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.000013459,0.016913641,0.000016,0.000040,3.162431,0.000017,0.000050,3.013997
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/3mm_serial_N_19.c,3,6859,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.000013970,0.025999110,0.000015,0.000042,2.938545,0.000016,0.000043,3.158158
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/3mm_serial_N_20.c,2,400,5,2,6,0,6,0,0,0,6,0,7,0,56,1,0,0,0,7,0,0.000024039,0.036059074,0.000749,0.000864,2.940161,0.000120,0.000231,3.188931
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/3mm_serial_N_20.c,3,8000,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.000018928,0.025998496,0.000020,0.000057,3.154054,0.000019,0.000060,3.017376
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/3mm_serial_N_20.c,3,8000,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.000018328,0.020770740,0.000016,0.000041,3.193536,0.000017,0.000049,3.061251
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/3mm_serial_N_20.c,3,8000,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.000017259,0.000045933,0.000017,0.000043,3.190257,0.000017,0.000045,3.224012
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/3mm_serial_N_21.c,2,441,5,2,6,0,6,0,0,0,6,0,7,0,56,1,0,0,0,7,0,0.000029799,0.021658495,0.001265,0.001402,3.075617,0.000118,0.000229,3.039879
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/3mm_serial_N_21.c,3,9261,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.000021484,0.032953274,0.000020,0.000058,3.064228,0.000024,0.000067,3.097894
2,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/3mm_serial_N_21.c,3,9261,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.000019003,0.025882311,0.000016,0.000041,3.070883,0.000017,0.000049,2.991069
3,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/3mm_serial_N_21.c,3,9261,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.000018366,0.019017354,0.000015,0.000040,3.061425,0.000016,0.000043,3.180551
0,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/3mm_serial_N_22.c,2,484,5,2,6,0,6,0,0,0,6,0,7,0,56,1,0,0,0,7,0,0.000035737,0.026918754,0.000753,0.000869,3.040108,0.000121,0.000233,3.037725
1,/home/capc1/ProfitabilityTool-new-27-07-26/ProfitabilityTool/capc_dataset_work_zlSAdo/feature_variants/3mm_serial_N_22.c,3,10648,7,3,1,0,1,0,0,0,1,3,1,24,8,2,0,0,0,3,0,0.000024743,0.020067457,0.000019,0.000058,3.122526,0.000019,0.000062,3.121346
